Dataset	MovieID	Title	Year	Reason
movies-32M	271577	The Shadow In My Eye	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370259 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370259}
movies-32M	271579	Bad Women	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Já descarregou as legendas de «5000» a que tem direito durante 24 horas.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370260 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370260}
movies-32M	271581	Rosebud Baker: Whiskey Fists	2021	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370261 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370261}
movies-32M	271585	Umma	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Sie haben Ihre zulässigen Untertitel für „5000“ für 24 Stunden heruntergeladen.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370262 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370262}
movies-32M	271587	Phi Slama Jama	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370263 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370263}
movies-32M	271591	The Undressing	1986	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"Na-download mo na ang iyong pinahihintulutang 5000 na mga subtitle para sa 24 na oras.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370264 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370264}
movies-32M	271599	After Antarctica	2021	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370265 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370265}
movies-32M	271605	Exorcist Vengeance	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"თქვენ ჩამოტვირთეთ თქვენთვის ნებადართული სუბტიტრები \u0026quot;5000\u0026quot;-დან 24 საათის განმავლობაში.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370266 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370266}
movies-32M	271615	Hog Wild	1930	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:58 UTC) ts=1780370266 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370266}
movies-32M	271617	One Good Turn	1931	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:58 UTC) ts=1780370267 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370267}
movies-32M	271619	Brussels by Night	1983	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370268 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370268}
movies-32M	271623	They Live in The Grey	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Prenesli ste podnapise za serijo »5000«, ki so vam na voljo 24 ur.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370269 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370269}
movies-32M	271625	Dark Suns	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370270 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370270}
movies-32M	271631	Metal Lords	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370271 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370271}
movies-32M	271637	The Dilemma of Desire	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370272 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370272}
movies-32M	271653	Homestay	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370273 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370273}
movies-32M	271665	Horse Julius on the throne and Three Heroes	2021	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"Prenesli ste podnapise za serijo »5000«, ki so vam na voljo 24 ur.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370274 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370274}
movies-32M	271667	The Cool Lakes of Death	1982	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"आपने 24 घंटे के लिए अपने अनुमत \u0026#x27;5000\u0026#x27; उपशीर्षक डाउनलोड कर लिए हैं।Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370275 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370275}
movies-32M	271669	Cow	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har laddat ner de undertexter till ”5000” som du har tillgång till under 24 timmar.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370276 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370276}
movies-32M	271673	Paper & Glue	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370277 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370277}
movies-32M	271677	The Hyperions	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370278 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370278}
movies-32M	271679	One Day in the Life of Andrei Arsenevich	1999	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Letöltötte a 24 órára engedélyezett „5000” feliratokat.Your quota will be renewed in 20 hours and 42 minutes (2026-06-02 23:59:59 UTC) ts=1780370279 ","reset_time":"20 hours and 42 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370279}
movies-32M	271695	Bonbone	2018	no_subtitles_found
movies-32M	271725	The Visit	2021	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"شما زیرنویس‌های مجاز «5000» را برای مدت ۲۴ ساعت دانلود کرده‌اید.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370281 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370281}
movies-32M	271733	Frimas	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370281 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370281}
movies-32M	271737	Bird Talk	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370282 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370282}
movies-32M	271739	The Invisible Thread	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370283 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370283}
movies-32M	271741	Hit the Road	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"您已下载了5000提供的24小时有效期字幕。Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370284 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370284}
movies-32M	271743	Crabs!	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370285 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370285}
movies-32M	271745	The Contractor	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370286 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370286}
movies-32M	271749	Introduction	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370287 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370287}
movies-32M	271753	Juliet in Paris	1967	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Stáhli jste si titulky k filmu „5000“, které máte k dispozici po dobu 24 hodin.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370288 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370288}
movies-32M	271755	Radhe Shyam	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Преузели сте дозвољени број 5000-их титлова на 24 сата.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370289 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370289}
movies-32M	271757	Legacy	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"5000\u0026#x27;un altyazıları için 24 saatlik izin süreniz doldu.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370290 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370290}
movies-32M	271759	It Couldn't Have Happened (But It Did)	1936	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Já descarregou as legendas de «5000» a que tem direito durante 24 horas.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370291 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370291}
movies-32M	271765	Jail	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370291 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370291}
movies-32M	271777	Anthony	2014	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Sie haben Ihre zulässigen Untertitel für „5000“ für 24 Stunden heruntergeladen.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370292 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370292}
movies-32M	271783	Wanderers of the Desert	1984	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370293 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370293}
movies-32M	271785	The Dove's Lost Necklace	1992	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370294 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370294}
movies-32M	271787	Azorian: The Raising of the K-129	2011	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370296 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370296}
movies-32M	271789	Mystery Junction	1951	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370296 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370296}
movies-32M	271791	Les babas-cool	1981	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Has descargado los subtítulos de «5000» que tienes permitidos durante 24 horas.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370297 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370297}
movies-32M	271793	Badhaai Do	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"आपने 24 घंटे के लिए अपने अनुमत \u0026#x27;5000\u0026#x27; उपशीर्षक डाउनलोड कर लिए हैं।Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370298 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370298}
movies-32M	271795	GameStop: Rise of the Players	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Has descargado los subtítulos de «5000» que tienes permitidos durante 24 horas.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370299 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370299}
movies-32M	271797	On the Third Day	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370300 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370300}
movies-32M	271799	Sonic the Hedgehog 2	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370301 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370301}
movies-32M	271815	Doctor on Call	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370302 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370302}
movies-32M	271819	Inner Wars	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"您已下载了5000提供的24小时有效期字幕。Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370303 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370303}
movies-32M	271823	Frost	2017	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Je hebt je toegestane ondertitels voor '5000' gedownload. Deze blijven 24 uur beschikbaar.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370304 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370304}
movies-32M	271857	Heads or Tails	1980	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Έχετε κατεβάσει τους υπότιτλους της σειράς «5000» που έχετε δικαίωμα να χρησιμοποιήσετε για 24 ώρες.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370305 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370305}
movies-32M	271859	Until We Meet Again	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370306 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370306}
movies-32M	271865	X	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370307 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370307}
movies-32M	271871	Apparitions	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370308 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370308}
movies-32M	271873	AI Love You	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Stáhli jste si titulky k filmu „5000“, které máte k dispozici po dobu 24 hodin.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370309 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370309}
movies-32M	271875	The Beatles and India	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Vous avez atteint votre limite de 5000 sous-titres pour 24 heures.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370310 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370310}
movies-32M	271877	The Moo Man	2013	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Você baixou as legendas de \u0026quot;5000\u0026quot; às quais tem acesso por 24 horas.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370311 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370311}
movies-32M	271883	Curse of the Swamp Creature	1968	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Descargaches os teus subtítulos permesos de5000 durante 24 horas.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370312 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370312}
movies-32M	271885	Frankenstein's Bloody Terror	1968	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Έχετε κατεβάσει τους υπότιτλους της σειράς «5000» που έχετε δικαίωμα να χρησιμοποιήσετε για 24 ώρες.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370314 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370314}
movies-32M	271887	My Father's Wings	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"لقد قمت بتنزيل الترجمات المسموح بها لـ \u0026quot;5000\u0026quot; لمدة 24 ساعة.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370315 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370315}
movies-32M	271889	Hotsunlight	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har laddat ner de undertexter till ”5000” som du har tillgång till under 24 timmar.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370316 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370316}
movies-32M	271891	Pursuit	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370316 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370316}
movies-32M	271893	Sons of the Clouds: The Last Colony	2012	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370317 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370317}
movies-32M	271899	999-9999	2002	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Na-download mo na ang iyong pinahihintulutang 5000 na mga subtitle para sa 24 na oras.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:58 UTC) ts=1780370318 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:58.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370318}
movies-32M	271901	The Death Lullaby	1985	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370319 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370319}
movies-32M	271909	Surviving America	2021	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370320 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370320}
movies-32M	271911	The Hater	2022	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Sizga ruxsat etilgan5000-subtitrlarni 24 soatga yuklab oldingiz.Your quota will be renewed in 20 hours and 41 minutes (2026-06-02 23:59:59 UTC) ts=1780370321 ","reset_time":"20 hours and 41 minutes","reset_time_utc":"2026-06-02T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780370321}
movies-32M	271913	The American Sector	2020	download_failed: Subtitle download request failed: 406
